device_id,device_type,operating_system,browser_name,screen_resolution,device_language,first_seen_date,last_seen_date,device_risk_score,is_emulator,is_rooted,device_manufacturer,device_model,ip_address_last,geolocation_city,geolocation_province
DEV00000154,iPhone_Mobile,iOS 16,Chrome,1366x768,en-ZA,2024-09-18,2025-01-22,97,False,False,Apple,iPhone 15,106.122.119.151,Stellenbosch,Western Cape
DEV00000155,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2023-06-01,2025-04-24,97,False,False,Samsung,Galaxy S23,29.8.4.253,Soweto,Gauteng
DEV00000156,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2023-03-14,2023-03-14,64,False,False,Samsung,Galaxy A34,34.69.4.96,Soweto,Gauteng
DEV00000157,MacBook_Laptop,macOS Sonoma,Chrome,1080x2400,en,2025-10-14,2025-11-30,97,False,False,Apple,MacBook Air,238.134.69.67,Pietermaritzburg,KwaZulu-Natal
DEV00000158,Android_Mobile,Android 13,Safari,1440x900,en-ZA,2024-05-27,2025-04-26,0,False,False,Samsung,Galaxy S23,2.189.115.180,Nelspruit,Mpumalanga
DEV00000159,Windows_Laptop,Windows 11,Chrome,1366x768,en-ZA,2023-11-28,2024-07-31,9,False,False,Acer,ThinkPad,124.190.125.191,Durban,KwaZulu-Natal
DEV00000160,Mac_Desktop,macOS Ventura,Chrome,1440x900,en-ZA,2023-10-25,2025-03-28,53,False,False,Apple,MacBook Air,74.137.197.87,East London,Eastern Cape
DEV00000161,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2024-01-25,2024-10-18,58,False,False,Samsung,Galaxy S23,6.16.49.51,Paarl,Western Cape
DEV00000162,iPhone_Mobile,iOS 15,Chrome,1440x900,zu,2022-06-20,2022-06-20,80,False,False,Apple,iPhone 12,218.102.80.56,Pietermaritzburg,KwaZulu-Natal
DEV00000163,Android_Mobile,Android 12,Chrome,1920x1080,af,2023-12-08,2023-12-08,57,False,False,Samsung,Galaxy A54,36.183.210.170,Witbank,Mpumalanga
DEV00000164,Windows_Laptop,Windows 11,Chrome,1920x1080,en-ZA,2023-12-08,2024-10-15,65,False,False,Lenovo,ThinkPad,212.246.23.172,Tzaneen,Limpopo
DEV00000165,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2022-02-12,2023-06-23,32,False,False,Samsung,Galaxy A34,244.255.74.204,Paarl,Western Cape
DEV00000166,Windows_Laptop,Windows 11,Chrome,1080x2400,en-ZA,2024-10-19,2024-10-19,23,False,False,Lenovo,Aspire,51.194.54.210,Rustenburg,North West
DEV00000167,Android_Mobile,Android 13,Chrome,1920x1080,en,2024-09-02,2024-11-08,53,False,False,Samsung,Galaxy S23,192.214.151.237,Paarl,Western Cape
DEV00000168,Android_Mobile,Android 13,Chrome,1170x2532,zu,2025-12-10,2025-12-10,41,False,False,Samsung,Galaxy S23,131.181.24.228,Johannesburg,Gauteng
DEV00000169,iPhone_Mobile,iOS 16,Safari,1440x900,en-ZA,2022-10-29,2024-07-29,90,False,False,Apple,iPhone 13,144.0.52.251,Durban,KwaZulu-Natal
DEV00000170,Android_Mobile,Android 13,Chrome,1440x900,xh,2024-01-28,2024-01-28,0,False,False,Samsung,Galaxy A54,85.188.243.60,Ballito,KwaZulu-Natal
DEV00000171,Windows_Laptop,Windows 11,Chrome,1366x768,zu,2023-05-15,2023-05-15,47,False,False,Lenovo,EliteBook,216.153.86.170,Pietermaritzburg,KwaZulu-Natal
DEV00000172,Windows_Laptop,Windows 10,Chrome,1920x1080,en-ZA,2023-10-09,2023-12-21,46,False,False,Lenovo,Aspire,223.99.249.209,Johannesburg,Gauteng
DEV00000173,Windows_Laptop,Windows 11,Chrome,1366x768,en-ZA,2025-09-03,2025-10-30,77,False,False,Lenovo,EliteBook,109.226.249.14,Pretoria,Gauteng
DEV00000174,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2022-01-12,2024-10-18,95,False,False,Samsung,Galaxy A54,118.228.175.36,Ballito,KwaZulu-Natal
DEV00000175,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2024-04-10,2024-06-29,12,False,False,Samsung,Galaxy S23,13.247.202.198,Soweto,Gauteng
DEV00000176,Windows_Laptop,Windows 10,Chrome,1080x2400,en,2023-06-05,2024-08-09,42,False,False,Acer,ThinkPad,84.163.98.107,Stellenbosch,Western Cape
DEV00000177,Windows_Laptop,Windows 11,Chrome,1440x900,en-ZA,2023-05-08,2023-05-30,34,False,False,HP,Inspiron,198.21.119.229,Soweto,Gauteng
DEV00000178,Android_Mobile,Android 12,Chrome,1080x2400,en,2022-07-09,2025-10-06,20,False,False,Samsung,Galaxy S22,143.151.221.151,Cape Town,Western Cape
DEV00000179,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2022-03-12,2022-03-12,19,False,False,Samsung,Galaxy S22,251.84.119.166,Paarl,Western Cape
DEV00000180,Android_Mobile,Android 13,Firefox,1366x768,en-ZA,2025-06-18,2025-07-19,71,False,False,Samsung,Galaxy S23,233.112.231.1,Cape Town,Western Cape
DEV00000181,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2022-09-07,2025-06-22,54,False,False,Samsung,Galaxy A34,216.93.79.198,Pretoria,Gauteng
DEV00000182,Android_Mobile,Android 13,Chrome,1920x1080,en,2023-06-19,2023-06-24,69,False,False,Samsung,Galaxy A34,150.224.77.115,Stellenbosch,Western Cape
DEV00000183,iPad_Tablet,iOS 15,Safari,1080x2400,en-ZA,2025-12-18,2025-12-18,17,False,False,Apple,iPad Mini,225.52.28.202,Cape Town,Western Cape
DEV00000184,iPhone_Mobile,iOS 17,Chrome,1170x2532,en-ZA,2024-07-25,2024-07-25,41,False,False,Apple,iPhone 13,95.130.84.231,Cape Town,Western Cape
DEV00000185,Windows_Laptop,Windows 11,Chrome,1366x768,en-ZA,2023-06-03,2025-07-17,13,False,False,Acer,ThinkPad,102.147.189.102,Gqeberha,Eastern Cape
DEV00000186,iPhone_Mobile,iOS 16,Edge,1170x2532,en-ZA,2022-08-26,2023-03-02,54,False,False,Apple,iPhone 12,206.2.107.91,Johannesburg,Gauteng
DEV00000187,Windows_Laptop,Windows 10,Edge,1170x2532,en-ZA,2024-06-12,2025-03-07,61,False,False,Dell,Aspire,228.184.185.106,Johannesburg,Gauteng
DEV00000188,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2023-06-09,2023-06-09,22,False,False,Samsung,Galaxy A34,210.27.255.129,Stellenbosch,Western Cape
DEV00000189,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2024-09-13,2025-04-15,14,False,False,Samsung,Galaxy S22,142.133.110.234,Witbank,Mpumalanga
DEV00000190,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2025-02-10,2025-11-25,77,False,False,Apple,iPhone 14,74.57.122.92,Stellenbosch,Western Cape
DEV00000191,Android_Mobile,Android 14,Safari,1080x2400,en-ZA,2024-02-22,2024-02-22,84,False,False,Samsung,Galaxy A34,55.190.64.153,Ballito,KwaZulu-Natal
DEV00000192,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2024-06-06,2025-11-05,24,False,False,Samsung,Galaxy A14,52.213.177.223,East London,Eastern Cape
DEV00000193,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2022-03-09,2022-03-09,67,False,False,Samsung,Galaxy S22,25.86.227.246,Polokwane,Limpopo
DEV00000194,Android_Mobile,Android 12,Edge,1920x1080,en-ZA,2022-06-14,2024-06-25,20,False,False,Samsung,Galaxy A34,226.10.232.128,Johannesburg,Gauteng
DEV00000195,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2022-03-05,2022-03-05,75,True,False,Samsung,Galaxy A54,215.100.143.88,Pretoria,Gauteng
DEV00000196,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-12-21,2024-03-05,79,False,False,Samsung,Galaxy A14,117.212.91.189,Pretoria,Gauteng
DEV00000197,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2023-06-09,2025-11-14,85,False,False,Samsung,Galaxy A34,149.8.233.201,Paarl,Western Cape
DEV00000198,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2022-05-06,2022-10-26,66,False,False,Samsung,Galaxy S23,66.18.20.206,Pretoria,Gauteng
DEV00000199,Android_Tablet,Android 14,Safari,1170x2532,en,2023-04-30,2024-04-19,45,False,False,Samsung,Galaxy A34,154.92.228.100,Upington,Northern Cape
DEV00000200,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-08-19,2025-02-01,83,False,False,Samsung,Galaxy A54,249.173.46.185,Gqeberha,Eastern Cape
DEV00000201,Android_Mobile,Android 13,Safari,1440x900,en-ZA,2023-10-02,2024-07-09,72,False,False,Samsung,Galaxy A34,163.22.208.211,Bloemfontein,Free State
DEV00000202,Android_Mobile,Android 13,Chrome,1366x768,en,2025-04-09,2025-08-11,95,False,False,Samsung,Galaxy S22,89.252.20.115,Ballito,KwaZulu-Natal
DEV00000203,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2024-05-26,2025-05-24,28,False,False,Apple,iPhone 14,7.33.38.125,Witbank,Mpumalanga
DEV00000204,Android_Mobile,Android 14,Chrome,1366x768,af,2023-04-24,2023-10-26,25,False,False,Samsung,Galaxy S23,181.167.119.26,Soweto,Gauteng
DEV00000205,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2022-08-16,2023-10-11,20,False,False,Samsung,Galaxy S22,230.115.178.8,Soweto,Gauteng
DEV00000206,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2024-11-27,2025-11-06,55,False,False,Samsung,Galaxy A14,190.66.84.172,Stellenbosch,Western Cape
DEV00000207,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2024-12-15,2024-12-15,27,False,False,Samsung,Galaxy A54,46.109.242.29,East London,Eastern Cape
DEV00000208,Android_Mobile,Android 13,Chrome,1366x768,xh,2024-03-04,2024-05-31,34,False,False,Samsung,Galaxy S23,97.139.83.206,Gqeberha,Eastern Cape
DEV00000209,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2022-08-30,2023-10-31,26,False,False,Samsung,Galaxy A14,220.83.38.17,Pietermaritzburg,KwaZulu-Natal
DEV00000210,Windows_Laptop,Windows 10,Chrome,1170x2532,en-ZA,2024-12-27,2024-12-27,84,False,False,HP,Aspire,70.181.2.234,Johannesburg,Gauteng
DEV00000211,Android_Mobile,Android 14,Safari,1366x768,en-ZA,2023-12-22,2023-12-29,64,False,False,Samsung,Galaxy A34,77.122.113.251,Cape Town,Western Cape
DEV00000212,iPhone_Mobile,iOS 16,Chrome,1440x900,en-ZA,2024-06-10,2024-06-10,21,False,False,Apple,iPhone 12,15.145.132.182,Johannesburg,Gauteng
DEV00000213,Android_Mobile,Android 13,Safari,1366x768,en-ZA,2024-06-30,2025-07-13,86,False,False,Samsung,Galaxy A54,203.159.105.231,Johannesburg,Gauteng
DEV00000214,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2025-11-23,2025-11-28,97,False,False,Samsung,Galaxy S23,118.167.47.55,Johannesburg,Gauteng
DEV00000215,Android_Mobile,Android 12,Chrome,1920x1080,zu,2022-07-07,2025-03-12,42,False,False,Samsung,Galaxy S23,249.7.102.86,Ballito,KwaZulu-Natal
DEV00000216,Android_Mobile,Android 14,Safari,1366x768,af,2023-08-25,2024-03-05,59,False,False,Samsung,Galaxy A54,148.33.243.205,Johannesburg,Gauteng
DEV00000217,Android_Mobile,Android 12,Chrome,1440x900,en,2022-07-08,2023-05-17,95,False,False,Samsung,Galaxy A14,100.83.125.108,Mahikeng,North West
DEV00000218,Android_Mobile,Android 13,Chrome,1440x900,en,2023-02-11,2023-02-11,79,False,False,Samsung,Galaxy A54,133.159.62.102,Witbank,Mpumalanga
DEV00000219,Android_Mobile,Android 12,Firefox,1440x900,xh,2025-08-02,2025-11-19,77,False,False,Samsung,Galaxy S22,156.50.221.201,East London,Eastern Cape
DEV00000220,Android_Tablet,Android 12,Chrome,1080x2400,en-ZA,2023-03-12,2024-08-13,39,False,False,Samsung,Galaxy A14,36.127.216.184,East London,Eastern Cape
DEV00000221,Windows_Laptop,Windows 10,Firefox,1170x2532,en-ZA,2025-10-29,2025-10-29,52,False,False,Acer,Latitude,251.103.76.246,East London,Eastern Cape
DEV00000222,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2022-04-15,2022-04-15,32,False,False,Samsung,Galaxy A34,190.201.115.221,Pietermaritzburg,KwaZulu-Natal
DEV00000223,Android_Mobile,Android 13,Safari,1170x2532,af,2025-10-14,2025-11-01,75,False,False,Samsung,Galaxy A14,93.25.127.107,Gqeberha,Eastern Cape
DEV00000224,Android_Tablet,Android 13,Chrome,1920x1080,en-ZA,2022-12-01,2023-09-03,22,False,False,Samsung,Galaxy A54,220.152.1.23,Durban,KwaZulu-Natal
DEV00000225,Android_Mobile,Android 13,Edge,1170x2532,en-ZA,2022-11-02,2022-11-02,50,False,False,Samsung,Galaxy S23,134.217.24.151,Ballito,KwaZulu-Natal
DEV00000226,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2024-04-06,2025-01-20,25,False,False,Samsung,Galaxy A54,120.171.220.116,Soweto,Gauteng
DEV00000227,iPhone_Mobile,iOS 16,Firefox,1170x2532,en-ZA,2024-05-15,2025-01-21,63,False,False,Apple,iPhone 12,64.191.62.84,Stellenbosch,Western Cape
DEV00000228,iPhone_Mobile,iOS 16,Chrome,1366x768,en-ZA,2023-05-10,2024-08-21,85,False,False,Apple,iPhone 13,221.156.236.89,Soweto,Gauteng
DEV00000229,Windows_Laptop,Windows 11,Chrome,1440x900,en-ZA,2022-08-14,2023-12-10,9,False,False,Dell,ThinkPad,239.218.169.182,East London,Eastern Cape
DEV00000230,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2022-05-03,2024-05-26,89,False,False,Apple,iPhone 13,18.86.88.158,Witbank,Mpumalanga
DEV00000231,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2023-09-17,2023-09-30,99,False,False,Samsung,Galaxy A34,5.167.88.19,Pretoria,Gauteng
DEV00000232,iPhone_Mobile,iOS 17,Chrome,1170x2532,af,2022-08-15,2022-10-10,28,False,False,Apple,iPhone 12,143.111.199.136,Tzaneen,Limpopo
DEV00000233,Windows_Desktop,Windows 11,Chrome,1920x1080,en-ZA,2023-07-26,2023-07-26,19,False,False,Lenovo,EliteBook,174.103.56.191,Gqeberha,Eastern Cape
DEV00000234,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2023-03-17,2024-02-12,39,False,False,Samsung,Galaxy A14,83.230.213.156,Cape Town,Western Cape
DEV00000235,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2023-08-25,2024-05-25,51,False,False,Samsung,Galaxy S23,18.169.105.187,Gqeberha,Eastern Cape
DEV00000236,iPhone_Mobile,iOS 17,Chrome,1920x1080,en-ZA,2022-11-06,2024-10-27,39,False,False,Apple,iPhone 12,157.162.158.221,Pietermaritzburg,KwaZulu-Natal
DEV00000237,Android_Mobile,Android 14,Chrome,1080x2400,af,2025-09-24,2025-12-21,73,False,False,Samsung,Galaxy S22,75.89.44.16,Paarl,Western Cape
DEV00000238,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2025-04-26,2025-06-11,44,False,False,Samsung,Galaxy A14,18.104.18.226,Pietermaritzburg,KwaZulu-Natal
DEV00000239,Android_Mobile,Android 12,Chrome,1366x768,af,2024-07-06,2025-09-20,28,False,False,Samsung,Galaxy S22,72.13.187.89,East London,Eastern Cape
DEV00000240,iPad_Tablet,iOS 17,Safari,1170x2532,en,2024-04-20,2025-08-09,61,False,False,Apple,iPad Air,208.234.234.129,Ballito,KwaZulu-Natal
DEV00000241,Android_Mobile,Android 12,Safari,1366x768,en-ZA,2024-02-09,2024-09-25,54,False,False,Samsung,Galaxy S22,196.185.248.252,Pietermaritzburg,KwaZulu-Natal
DEV00000242,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2023-03-31,2023-03-31,63,False,False,Apple,iPhone 15,250.166.112.220,Polokwane,Limpopo
DEV00000243,iPhone_Mobile,iOS 17,Chrome,1366x768,en-ZA,2024-06-22,2024-08-23,10,False,False,Apple,iPhone 12,168.178.64.158,Johannesburg,Gauteng
DEV00000244,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2023-09-08,2023-09-19,66,False,False,Samsung,Galaxy A34,219.38.242.176,Pietermaritzburg,KwaZulu-Natal
DEV00000245,Android_Mobile,Android 12,Safari,1920x1080,zu,2023-09-12,2024-08-12,16,False,False,Samsung,Galaxy A54,163.196.91.199,Pietermaritzburg,KwaZulu-Natal
DEV00000246,iPhone_Mobile,iOS 15,Edge,1920x1080,en-ZA,2024-08-28,2025-12-20,66,False,False,Apple,iPhone 15,221.172.84.23,Bloemfontein,Free State
DEV00000247,Windows_Laptop,Windows 10,Chrome,1366x768,en-ZA,2025-02-09,2025-02-09,70,False,False,Dell,EliteBook,197.80.190.73,Pretoria,Gauteng
DEV00000248,Android_Mobile,Android 12,Chrome,1440x900,en,2024-09-22,2024-11-10,17,False,False,Samsung,Galaxy A14,47.233.77.74,Paarl,Western Cape
DEV00000249,MacBook_Laptop,macOS Monterey,Chrome,1440x900,en-ZA,2022-10-05,2022-10-05,47,False,False,Apple,MacBook Air,24.60.80.136,Soweto,Gauteng
DEV00000250,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2022-01-22,2022-01-22,51,False,False,Apple,iPhone 12,235.214.22.68,Soweto,Gauteng
DEV00000251,Windows_Laptop,Windows 11,Chrome,1080x2400,en-ZA,2023-11-16,2024-11-25,69,False,False,HP,EliteBook,119.235.29.193,Johannesburg,Gauteng
DEV00000252,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2025-06-13,2025-10-27,63,False,False,Apple,iPhone 13,7.45.119.160,Witbank,Mpumalanga
DEV00000253,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2022-07-25,2023-08-18,20,False,False,Samsung,Galaxy S23,106.229.136.78,Stellenbosch,Western Cape
DEV00000254,iPad_Tablet,iOS 16,Chrome,1080x2400,xh,2024-04-02,2024-06-19,2,False,False,Apple,iPad Mini,125.141.20.243,Paarl,Western Cape
DEV00000255,Android_Mobile,Android 14,Safari,1440x900,en-ZA,2025-07-10,2025-11-19,12,False,False,Samsung,Galaxy A14,213.38.211.171,Durban,KwaZulu-Natal
DEV00000256,Android_Tablet,Android 14,Chrome,1440x900,en-ZA,2024-03-03,2025-05-25,16,False,False,Samsung,Galaxy S23,4.230.214.153,Gqeberha,Eastern Cape
DEV00000257,iPhone_Mobile,iOS 16,Safari,1440x900,en-ZA,2023-12-08,2023-12-08,58,False,False,Apple,iPhone 15,117.171.119.19,Johannesburg,Gauteng
DEV00000258,Windows_Laptop,Windows 10,Chrome,1440x900,en-ZA,2025-09-02,2025-09-08,59,False,False,Dell,ThinkPad,13.106.213.180,Pretoria,Gauteng
DEV00000259,Windows_Laptop,Windows 11,Safari,1170x2532,en-ZA,2025-02-20,2025-06-20,33,False,False,Dell,Inspiron,27.143.47.162,Cape Town,Western Cape
DEV00000260,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2025-03-30,2025-03-30,28,False,False,Samsung,Galaxy A14,230.52.4.239,Soweto,Gauteng
DEV00000261,Windows_Laptop,Windows 10,Chrome,1170x2532,en-ZA,2023-12-08,2023-12-08,82,False,False,Dell,Aspire,154.189.167.191,Pietermaritzburg,KwaZulu-Natal
DEV00000262,iPhone_Mobile,iOS 15,Safari,1366x768,en-ZA,2024-01-19,2024-01-19,86,False,False,Apple,iPhone 13,44.24.176.140,Gqeberha,Eastern Cape
DEV00000263,iPhone_Mobile,iOS 16,Chrome,1920x1080,en-ZA,2023-07-02,2025-01-09,12,False,False,Apple,iPhone 14,223.59.181.91,Soweto,Gauteng
DEV00000264,Android_Mobile,Android 13,Safari,1080x2400,en-ZA,2024-08-28,2024-09-14,4,False,False,Samsung,Galaxy A54,131.170.70.165,Pretoria,Gauteng
DEV00000265,Windows_Laptop,Windows 11,Chrome,1170x2532,en-ZA,2025-03-31,2025-05-16,38,False,False,Lenovo,ThinkPad,157.213.71.59,Paarl,Western Cape
DEV00000266,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2025-05-11,2025-10-21,6,False,False,Samsung,Galaxy A14,115.162.193.66,Soweto,Gauteng
DEV00000267,Android_Mobile,Android 14,Safari,1170x2532,en,2023-09-25,2023-09-25,17,False,False,Samsung,Galaxy A14,66.113.179.182,Stellenbosch,Western Cape
DEV00000268,iPad_Tablet,iOS 15,Firefox,1920x1080,en-ZA,2022-03-23,2022-05-22,57,False,False,Apple,iPad Air,209.225.180.126,Paarl,Western Cape
DEV00000269,Android_Mobile,Android 13,Chrome,1440x900,en,2023-01-05,2023-01-05,98,False,False,Samsung,Galaxy S23,44.167.74.246,Johannesburg,Gauteng
DEV00000270,Android_Mobile,Android 14,Safari,1440x900,en-ZA,2022-12-29,2025-01-27,99,False,False,Samsung,Galaxy A54,2.198.77.5,Welkom,Free State
DEV00000271,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2025-07-30,2025-11-23,26,False,False,Samsung,Galaxy A54,250.84.229.30,Cape Town,Western Cape
DEV00000272,Windows_Desktop,Windows 11,Chrome,1080x2400,en-ZA,2025-08-07,2025-08-31,82,False,False,Lenovo,EliteBook,250.28.195.220,Pretoria,Gauteng
DEV00000273,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2023-10-30,2023-10-30,93,False,False,Samsung,Galaxy A34,214.212.104.194,Pietermaritzburg,KwaZulu-Natal
DEV00000274,iPhone_Mobile,iOS 17,Chrome,1366x768,en-ZA,2022-08-19,2022-08-19,35,False,False,Apple,iPhone 15,52.96.98.46,East London,Eastern Cape
DEV00000275,iPad_Tablet,iOS 15,Chrome,1920x1080,en-ZA,2024-06-10,2024-06-10,2,False,False,Apple,iPad Mini,251.249.214.162,Paarl,Western Cape
DEV00000276,Android_Mobile,Android 13,Edge,1080x2400,en-ZA,2025-06-30,2025-06-30,13,False,False,Samsung,Galaxy A14,251.142.23.90,Johannesburg,Gauteng
DEV00000277,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2025-03-13,2025-03-13,91,False,False,Samsung,Galaxy S23,83.28.183.117,Witbank,Mpumalanga
DEV00000278,iPad_Tablet,iOS 16,Chrome,1080x2400,en-ZA,2024-02-14,2025-07-01,95,False,False,Apple,iPad Air,88.63.170.114,Pietermaritzburg,KwaZulu-Natal
DEV00000279,Android_Tablet,Android 12,Chrome,1920x1080,en-ZA,2025-09-13,2025-10-09,43,False,False,Samsung,Galaxy A14,136.163.12.108,Johannesburg,Gauteng
DEV00000280,iPhone_Mobile,iOS 17,Chrome,1366x768,en-ZA,2023-05-30,2024-07-19,61,False,False,Apple,iPhone 15,211.76.204.204,Ballito,KwaZulu-Natal
DEV00000281,Android_Mobile,Android 12,Safari,1920x1080,en-ZA,2022-12-19,2024-03-06,84,False,False,Samsung,Galaxy S23,175.137.96.155,Pietermaritzburg,KwaZulu-Natal
DEV00000282,Windows_Laptop,Windows 11,Chrome,1080x2400,en-ZA,2025-12-16,2025-12-28,37,False,False,Dell,Aspire,41.232.41.133,Stellenbosch,Western Cape
DEV00000283,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2025-02-22,2025-10-20,16,False,False,Apple,iPhone 12,147.207.172.185,Ballito,KwaZulu-Natal
DEV00000284,Android_Mobile,Android 13,Safari,1920x1080,en-ZA,2025-05-04,2025-11-22,57,False,False,Samsung,Galaxy S23,22.20.74.138,Bloemfontein,Free State
DEV00000285,Android_Mobile,Android 14,Safari,1080x2400,en-ZA,2024-12-13,2025-11-05,59,False,False,Samsung,Galaxy S22,173.77.81.127,Nelspruit,Mpumalanga
DEV00000286,iPhone_Mobile,iOS 16,Firefox,1440x900,en-ZA,2022-01-22,2022-01-22,98,False,False,Apple,iPhone 15,84.86.133.143,Pretoria,Gauteng
DEV00000287,Android_Mobile,Android 13,Safari,1080x2400,en-ZA,2025-12-27,2025-12-31,9,False,False,Samsung,Galaxy S23,54.180.238.239,Johannesburg,Gauteng
DEV00000288,Android_Mobile,Android 13,Safari,1920x1080,en-ZA,2022-08-21,2023-09-18,63,False,False,Samsung,Galaxy S22,210.167.8.41,Durban,KwaZulu-Natal
DEV00000289,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2025-08-19,2025-08-24,35,False,False,Samsung,Galaxy A14,131.172.46.184,Johannesburg,Gauteng
DEV00000290,Windows_Laptop,Windows 11,Chrome,1080x2400,en-ZA,2022-02-11,2023-10-09,36,False,False,Dell,EliteBook,20.96.21.29,Ballito,KwaZulu-Natal
DEV00000291,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2025-08-02,2025-10-06,34,False,False,Apple,iPhone 15,67.169.117.212,Johannesburg,Gauteng
DEV00000292,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2023-05-19,2024-03-15,18,False,False,Samsung,Galaxy A34,51.233.124.90,Ballito,KwaZulu-Natal
DEV00000293,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2025-10-16,2025-11-07,40,False,False,Samsung,Galaxy S23,66.228.66.241,Stellenbosch,Western Cape
DEV00000294,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2024-05-02,2025-01-10,6,False,False,Apple,iPhone 12,125.91.176.122,Johannesburg,Gauteng
DEV00000295,iPhone_Mobile,iOS 17,Safari,1080x2400,en-ZA,2023-09-14,2025-03-23,54,False,False,Apple,iPhone 15,152.213.37.26,Ballito,KwaZulu-Natal
DEV00000296,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2024-01-12,2024-01-12,82,False,False,Samsung,Galaxy S23,230.183.159.228,Stellenbosch,Western Cape
DEV00000297,Android_Mobile,Android 12,Chrome,1366x768,en,2024-09-17,2024-09-17,57,False,False,Samsung,Galaxy A14,48.76.55.133,Bloemfontein,Free State
DEV00000298,Android_Mobile,Android 13,Safari,1920x1080,en-ZA,2023-01-11,2025-06-20,41,False,False,Samsung,Galaxy A54,189.12.14.239,Polokwane,Limpopo
DEV00000299,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2023-09-11,2023-09-11,12,False,False,Samsung,Galaxy A54,210.236.118.139,Pretoria,Gauteng
DEV00000300,Android_Mobile,Android 14,Safari,1366x768,en-ZA,2025-11-11,2025-11-11,45,False,True,Samsung,Galaxy S22,155.34.229.190,Pietermaritzburg,KwaZulu-Natal
